Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto
@pizzeria.sapori.italiani,Pizzeria Sapori Italiani,Cassano Magnago (VA),Pizzeria,202,1,"cercato «""Sapori Italiani"" pizzeria Cassano Magnago Cinque Giornate» → facebook saporiitalianicassanomagnago, localshop24, zaubee, reteimprese, checkle, restaurantguru: nessun dominio suo. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Pizzeria Sapori Italiani"" Cassano Magnago»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Pizzeria Sapori Italiani e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Cinque Giornate 9/c, Cassano Magnago · 0331 1530646. Asporto, solo prodotti italiani, 4,7 su Google. ⚠ 202 follower.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@ristoranteatlantide,Ristorante Atlantide,Malnate (VA),Ristorante,548,1,"cercato «""Atlantide"" ristorante Malnate» → italia.it, facebook, tripadvisor, wanderlog, paginegialle, restaurantguru, menuweb: nessun dominio suo. Profilo aperto il 9/9: in bio c'è un canale Telegram, nessun sito [verifica-sito] motori «""Ristorante Atlantide"" Malnate»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Ristorante Atlantide e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via del Bollerino 3, Malnate · 0332 861496. Fratelli Canova, dal 1992, 1.032 post.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@fly.cafe,Fly Cafe Pizzeria & Steakhouse,Malnate (VA),Pizzeria,840,1,"cercato «""Fly Cafe"" Malnate pizzeria steakhouse» → mindtrip, tripadvisor, facebook FlyCafeMalnate e una pagina generata su menustic: nessun dominio suo. Profilo aperto il 9/9: bio di sole emoji, nessun link [verifica-sito] motori «""Fly Cafe Pizzeria & Steakhouse"" Malnate»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Fly Cafe Pizzeria & Steakhouse e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Nenni 4, Malnate. Pizze allungate sul tagliere, 513 post. Bio vuota: si scrive lo stesso, il profilo è vivo.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@doppio.zero_pizzeria,Doppio Zero,Busto Arsizio (VA),Pizzeria,1388,1,"cercato «""Doppio Zero"" pizzeria Busto Arsizio» → justeat, deliveroo, facebook, tutti-gli-orari, restaurantguru, eatbu; pizzeria-doppio-zero.it aperto: pagina generata da una rete, senza il loro telefono. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Doppio Zero"" Busto Arsizio»: 0 risultati · domini: doppiozero.com (vivo, indovinato: doppiozero | progetto editoriale non-profit) · [letto a mano 9/9] doppiozero.com è la rivista culturale Doppiozero, non la pizzeria di Busto; resta gancio 1",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Doppio Zero e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Silvio Pellico 19, Busto Arsizio · 0331 620585. Asporto, forno a legna, mar-dom 18-21.30. Su Google esce pizzeria-doppio-zero.it: non è loro, è una pagina generata.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@papillonmalnate,Papillon Malnate,Malnate (VA),Pizzeria,1114,1,"cercato «""Papillon"" Malnate pizzeria forno a legna» → sluurpy, justeat, tripadvisor, restaurantguru, mymenuweb, facebook; pizzeria-papillon-malnate.it aperto: pagina generata da una rete, senza il loro telefono. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Papillon Malnate"" Malnate»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Papillon Malnate e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Kennedy 32, Malnate · 331 8073894. Forno a legna, cocktail bar, dj set, veranda. Su Google esce pizzeria-papillon-malnate.it: non è loro.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@pizzeriadacicciocardano,Pizzeria da Ciccio,Cardano al Campo (VA),Pizzeria,1825,1,"cercato «""Da Ciccio"" pizzeria Cardano al Campo» → facebook, tripadvisor, foodiestrip, sluurpy, restaurantguru, piatti.menu, informazione-aziende, oraridiapertura24: nessun dominio suo. Profilo aperto il 9/9: in bio un allmylinks, nessun sito [verifica-sito] motori «""Pizzeria da Ciccio"" Cardano al Campo»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Pizzeria da Ciccio e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via XX Settembre 1, Cardano al Campo · 328 6914344. Asporto e domicilio, pizze al metro, chiuso martedì. 4,4 su Tripadvisor.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@pizzeria_monte_solbiate_arno,Pizzeria Monte,Solbiate Arno (VA),Pizzeria,1088,1,"cercato «""Pizzeria Monte"" Solbiate Arno Sant'Agata» → nextdoor, justeat, facebook, deliveroo, bestogoo, oraridiapertura24, piatti.menu, restaurantguru: nessun dominio suo. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Pizzeria Monte"" Solbiate Arno»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Pizzeria Monte e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Sant'Agata 1, Solbiate Arno · 0331 985984. Sette giorni su sette, consegna a domicilio, 4,5 su Google.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@crotto_buzzi,Ristorante Pizzeria Crotto Buzzi,Porto Ceresio (VA),Ristorante/pizzeria,252,1,"cercato «""Crotto Buzzi"" Porto Ceresio» → mycia, facebook, tripadvisor, sluurpy, yelp, oraridiapertura24, restaurantguru, piatti.menu: nessun dominio suo. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Ristorante Pizzeria Crotto Buzzi"" Porto Ceresio»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Ristorante Pizzeria Crotto Buzzi e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Cantine 29, Porto Ceresio · 0332 1567874. Veranda sul lago Ceresio, pesce e pizza. ⚠ 252 follower e 14 post.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@pizzeria_lascommessa,La Scommessa,Arcisate (VA),Pizzeria,1258,6,"cercato «""La Scommessa"" pizzeria griglieria Arcisate» → facebook, tripadvisor, sluurpy, piatti.menu, ristoexpert, paginegialle, restaurantguru e pizzerialascommessa.it, aperto il 9/9: WordPress con il titolo di default «Just another WordPress site», ma dentro c'è il loro telefono 0332 472700. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""La Scommessa"" Arcisate»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di La Scommessa e il suo sito pizzerialascommessa.it è rimasto fermo al titolo «Just another WordPress site», mai finito.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via Crugnola 1, Arcisate · 0332 472700. Pizza, hamburger gourmet, griglia; 4,5 su Restaurant Guru. Il sito esiste ed è un WordPress mai configurato: l'aggancio è quello.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@douglasracletteriapizzeria,Douglas Racletteria Pizzeria,Bisuschio (VA),Pizzeria,1450,1,"cercato «""Douglas"" racletteria pizzeria Bisuschio» → toogoodtogo, varesenoi, localshop24, garlini.it, restaurantguru e una pagina generata su menustic: nessun dominio suo. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""Douglas Racletteria Pizzeria"" Bisuschio»: 0 risultati · domini: nessuno risponde",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di Douglas Racletteria Pizzeria e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via della Repubblica 35, Bisuschio · 0332 1431420. Pizza e raclette; dal 4 settembre 2026 ha aperto anche a Varese in via Cairoli 20 (varesenoi del 3/9).",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
@alambiccobesozzo,L'Alambicco,Besozzo (VA),Bar/vinoteca,1754,1,"cercato «""L'Alambicco"" Besozzo wine bar» → facebook, foursquare, tripadvisor, sluurpy, besozziamo, piatti.menu, menuweb, paginegialle e una pagina generata su restaurants-us.com: nessun dominio suo. Profilo aperto il 9/9: nessun link in bio [verifica-sito] motori «""L'Alambicco"" Besozzo»: 0 risultati · domini: alambicco.com (parcheggiato, indovinato)",2026-09-09,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode.

Le scrivo perché ho guardato il profilo di L'Alambicco e su Google non compare un suo sito: c'è Instagram, ci sono le schede degli altri, ma un sito suo no.

Le sue foto erano già metà del lavoro: l'altra metà l'ho fatta io. La bozza del suo sito è già pronta, con le sue immagini e il suo nome. Non deve scrivere niente e non deve mandarmi niente.

Gliela mando qui, la guarda con calma, e se non le piace me lo dice e non ci sentiamo più. Non le costa un euro e non la impegna a niente.

Sul costo non le faccio girare la testa: se poi decidesse di metterlo online si parla di poche centinaia di euro una volta, non di migliaia, più una quota annuale per tenerlo attivo. Il numero preciso glielo faccio solo se la cosa le interessa davvero.

Gliela mando?","Via XXV Aprile 25, Besozzo. Bar vinoteca con piccola cucina: colazioni, aperitivi, pranzi di lavoro. 350 post.",2026-09-09-instagram-ristorazione-va-co-lc-bg.csv,
